388341.97944699996,9545419.69,101.0
388341.738967,9545419.523524001,101.0
388340.966354,9545419.078729,101.0
388340.184084,9545418.702089999,101.0
388339.407313,9545418.38255,101.0
388338.631634,9545418.112255,101.0
388337.853161,9545417.906739,101.0
388337.066679,9545417.812303,101.0
388336.630515,9545417.839917,101.0
388341.97944699996,9545419.69,101.0
388341.738967,9545419.523524001,101.0
388340.966354,9545419.078729,101.0
388340.184084,9545418.702089999,101.0
388339.407313,9545418.38255,101.0
388338.631634,9545418.112255,101.0
388337.853161,9545417.906739,101.0
388337.066679,9545417.812303,101.0
388336.630515,9545417.839917,101.0
388336.630515,9545417.839917,101.0
388335.788652,9545417.903699001,101.0
388334.935471,9545417.950363,101.0
388334.078543,9545417.991362,101.0
388333.223662,9545418.035456,101.0
388332.37759299995,9545418.092876,101.0
388331.551287,9545418.180182,101.0
388330.765081,9545418.328129,101.0
388330.05835999997,9545418.596276,101.0
388329.674113,9545418.888141999,101.0
388329.256373,9545419.573662,101.0
388329.02483,9545420.411826,101.0
388329.010451,9545421.259296,101.0
388329.054708,9545421.461058,101.0
388329.43429,9545422.162782,101.0
388330.01888499997,9545422.75749,101.0
388330.70262600004,9545423.259235,101.0
388330.722338,9545423.271628,101.0
388331.450129,9545423.66871,101.0
388332.198483,9545423.999849001,101.0
388332.958619,9545424.292392,101.0
388333.727351,9545424.555353,101.0
388334.505577,9545424.783696001,101.0
388335.201117,9545424.939258,101.0
388336.01158600004,9545425.043999001,101.0
388336.833448,9545425.094792,101.0
388337.658175,9545425.108409,101.0
388338.47859899997,9545425.083963001,101.0
388339.28551,9545425.002487,101.0
388339.822836,9545424.891611999,101.0
388340.573784,9545424.617046,101.0
388341.289244,9545424.232738001,101.0
388341.964044,9545423.737600999,101.0
388342.109872,9545423.605154,101.0
388342.70088,9545422.934413001,101.0
388343.167919,9545422.190651,101.0
388343.402518,9545421.45234,101.0
388343.396329,9545421.222825,101.0
388343.12531599996,9545420.69,101.0
388207.639631,9545167.003,112.0
388208.34516100003,9545167.307617,112.0
388208.35657600005,9545167.311931,112.0
388209.15555300005,9545167.591257,112.0
388209.940481,9545167.796216,112.0
388210.65492199996,9545167.87466,112.0
388211.44782,9545167.794579,112.0
388212.24263600004,9545167.595472999,112.0
388213.028973,9545167.328878,112.0
388213.793315,9545167.021510001,112.0
388213.817761,9545167.01092,112.0
388219.7474,9545160.815001,112.0
388219.69347399997,9545160.611365,112.0
388219.323468,9545159.979028,112.0
388218.735849,9545159.613021001,112.0
388218.00758000003,9545159.447513001,112.0
388217.202065,9545159.392502,112.0
