1,0.00000,15.00000,-8.00000
2,5.60000,15.00000,-8.00000
3,22.30000,15.00000,-8.00000
4,28.50000,15.00000,-8.00000
5,37.50000,15.00000,-8.00000
6,0.00000,10.00000,-8.00000
7,5.60000,10.00000,-8.00000
8,22.30000,10.00000,-8.00000
9,28.50000,10.00000,-8.00000
10,37.50000,10.00000,-8.00000
11,0.00000,5.00000,-8.00000
12,5.60000,5.00000,-8.00000
13,22.30000,5.00000,-8.00000
14,28.50000,5.00000,-8.00000
15,37.50000,5.00000,-8.00000
16,0.00000,0.00000,-8.00000
17,5.60000,0.00000,-8.00000
18,22.30000,0.00000,-8.00000
19,28.50000,0.00000,-8.00000
20,37.50000,0.00000,-8.00000
21,5.60000,15.00000,-0.15000
22,22.30000,15.00000,-0.15000
23,5.60000,10.00000,-0.15000
24,22.30000,10.00000,-0.15000
25,28.50000,15.00000,-0.15000
26,28.50000,10.00000,-0.15000
27,0.00000,15.00000,-0.15000
28,0.00000,10.00000,-0.15000
29,0.00000,5.00000,-0.15000
30,5.60000,5.00000,-0.15000
31,0.00000,0.00000,-0.15000
32,5.60000,0.00000,-0.15000
33,22.30000,5.00000,-0.15000
34,28.50000,5.00000,-0.15000
35,37.50000,15.00000,-0.15000
36,37.50000,10.00000,-0.15000
37,37.50000,5.00000,-0.15000
38,28.50000,0.00000,-0.15000
39,37.50000,0.00000,-0.15000
40,22.30000,0.00000,-0.15000
41,0.00000,15.00000,-7.21500
42,0.00000,15.00000,-6.43000
43,0.00000,15.00000,-5.64500
44,0.00000,15.00000,-4.86000
45,0.00000,15.00000,-4.07500
46,0.00000,15.00000,-3.29000
47,0.00000,15.00000,-2.50500
48,0.00000,15.00000,-1.72000
49,0.00000,15.00000,-0.93500
50,0.70000,15.00000,-0.15000
51,1.40000,15.00000,-0.15000
52,2.10000,15.00000,-0.15000
53,2.80000,15.00000,-0.15000
54,3.50000,15.00000,-0.15000
55,4.20000,15.00000,-0.15000
56,4.90000,15.00000,-0.15000
57,5.60000,15.00000,-0.93500
58,5.60000,15.00000,-1.72000
59,5.60000,15.00000,-2.50500
60,5.60000,15.00000,-3.29000
61,5.60000,15.00000,-4.07500
